date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:34:16	118/118	---M--	200	added ('OK')	image/png	etag:%224f66d9fc42cd31:0%22	http://auth.hal-software.com/images/icon-up.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-up.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:17	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:17%20GMT	http://auth.hal-software.com/images/icon-menu-minimized.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-menu-minimized.24.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:17	225/225	---M--	200	added ('OK')	image/png	etag:%22208c699dc42cd31:0%22	http://auth.hal-software.com/images/close.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/close.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:18	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:19%20GMT	http://auth.hal-software.com/images/check_black.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/check_black.26.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:18	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:19%20GMT	http://auth.hal-software.com/images/check_disabled.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/check_disabled.27.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:19	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:20%20GMT	http://auth.hal-software.com/images/check_indeterminate_black.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/check_indeterminate_black.28.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:19	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:20%20GMT	http://auth.hal-software.com/images/check_indeterminate_disabled.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/check_indeterminate_disabled.29.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:20	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:20%20GMT	http://auth.hal-software.com/images/roundbg_classic_normal.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/roundbg_classic_normal.2a.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:20	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:21%20GMT	http://auth.hal-software.com/images/roundbg_check_black.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/roundbg_check_black.2b.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:21	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:21%20GMT	http://auth.hal-software.com/images/roundbg_check_indeterminate.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/roundbg_check_indeterminate.2c.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:21	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:21%20GMT	http://auth.hal-software.com/images/star.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/star.2d.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:22	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:22%20GMT	http://auth.hal-software.com/images/star_hover.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/star_hover.2e.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:22	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:22%20GMT	http://auth.hal-software.com/images/star_disabled.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/star_disabled.2f.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:22	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:22%20GMT	http://auth.hal-software.com/images/slider_horizontal_classic.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/slider_horizontal_classic.30.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:23	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:24%20GMT	http://auth.hal-software.com/images/slider_vertical_classic.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/slider_vertical_classic.31.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:23	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:24%20GMT	http://auth.hal-software.com/images/multi-arrow.gif	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/multi-arrow.32.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:24	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:24%20GMT	http://auth.hal-software.com/styles/left.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/styles/left.33.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:24	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:25%20GMT	http://auth.hal-software.com/styles/right.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/styles/right.34.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:25	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:25%20GMT	http://auth.hal-software.com/images/icon-delete.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-delete.35.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:25	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:25%20GMT	http://auth.hal-software.com/images/icon-edit.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-edit.36.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:25	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:26%20GMT	http://auth.hal-software.com/images/icon-save.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-save.37.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:26	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:26%20GMT	http://auth.hal-software.com/images/icon-cancel.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-cancel.38.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:26	121/121	---M--	200	added ('OK')	image/png	etag:%2229d7b9ec42cd31:0%22	http://auth.hal-software.com/images/icon-first.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-first.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:27	120/120	---M--	200	added ('OK')	image/png	etag:%22eb2f9d9ec42cd31:0%22	http://auth.hal-software.com/images/icon-last.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-last.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:27	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:28%20GMT	http://auth.hal-software.com/images/search.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/search.3b.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:27	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:28%20GMT	http://auth.hal-software.com/images/plus.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/plus.3c.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:28	314/314	---M--	200	added ('OK')	image/png	etag:%2238234b9ec42cd31:0%22	http://auth.hal-software.com/images/icon-calendar.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-calendar.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:28	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:29%20GMT	http://auth.hal-software.com/images/html_editor.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/html_editor.3e.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:29	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:29%20GMT	http://auth.hal-software.com/images/colorpicker/map-saturation.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/colorpicker/map-saturation.3f.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:29	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:30%20GMT	http://auth.hal-software.com/images/colorpicker/map-hue.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/colorpicker/map-hue.40.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:29	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:30%20GMT	http://auth.hal-software.com/images/colorpicker/map-saturation-overlay.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/colorpicker/map-saturation-overlay.41.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:30	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:30%20GMT	http://auth.hal-software.com/images/colorpicker/bar-saturation.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/colorpicker/bar-saturation.42.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:30	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:31%20GMT	http://auth.hal-software.com/images/colorpicker/bar-hue.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/colorpicker/bar-hue.43.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:31	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:31%20GMT	http://auth.hal-software.com/images/crosshair.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/crosshair.44.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:31	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:31%20GMT	http://auth.hal-software.com/images/crosshair-white.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/crosshair-white.45.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:31	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:32%20GMT	http://auth.hal-software.com/images/pointer.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/pointer.46.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:32	240/240	---M--	200	added ('OK')	image/png	etag:%22ca19ff9ec42cd31:0%22	http://auth.hal-software.com/images/icon-showpassword.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-showpassword.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:32	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:32%20GMT	http://auth.hal-software.com/images/info.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/info.48.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:33	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:34%20GMT	http://auth.hal-software.com/images/warning.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/warning.49.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:33	398/398	---M--	200	added ('OK')	image/png	etag:%22c53ac59fc42cd31:0%22	http://auth.hal-software.com/images/success.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/success.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:34	393/393	---M--	200	added ('OK')	image/png	etag:%22c41dd39dc42cd31:0%22	http://auth.hal-software.com/images/error.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/error.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:34	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:35%20GMT	http://auth.hal-software.com/images/mail.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/mail.4c.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:34	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:35%20GMT	http://auth.hal-software.com/images/time.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/time.4d.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:35	199/199	---M--	200	added ('OK')	image/png	etag:%2277d29b9dc42cd31:0%22	http://auth.hal-software.com/images/close_white.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/close_white.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:35	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:36%20GMT	http://auth.hal-software.com/images/close_black.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/close_black.4f.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:35	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:36%20GMT	http://auth.hal-software.com/images/icon-left-white.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-left-white.50.delayed	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:36	118/118	---M--	200	added ('OK')	image/png	etag:%223b6fcf9ec42cd31:0%22	http://auth.hal-software.com/images/icon-right-white.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-right-white.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:36	119/119	---M--	200	added ('OK')	image/png	etag:%22e26a529ec42cd31:0%22	http://auth.hal-software.com/images/icon-down-white.png	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/images/icon-down-white.png	(from http://auth.hal-software.com/styles/app.min.css?v=1.0.4)
12:34:37	103/103	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Mar%202024%2016:34:37%20GMT	http://auth.hal-software.com/a,b,d	D:/Programming/WebStorm/Projects/auth.hal-software,com/auth.hal-software.com/a,b,d.53.delayed	(from http://auth.hal-software.com/scripts/angular.min.js?v=1.0.4)
